Name in English,Degree of endangerment,Number of speakers,Latitude,Longitude,Dummy
Kede,Extinct,0,-17.1617,16.1059,1
Kemi Saami,Extinct,0,67.0631,27.6635,1
Kenaboi,Extinct,0,3.1129,102.0322,1
Kerek,Extinct,0,62.5996,176.9183,1
Ketangalan,Extinct,0,25.0433,121.4813,1
Khaccaḍ Bhoṭe,Definitely endangered,0,28.1113,85.3674,1
Kilit,Extinct,0,38.9455,46.0989,1
Kinare,Extinct,0,-0.725,37.2436,1
Klamath-Modoc,Extinct,0,42.5767,-121.8637,1
Konomihu,Extinct,0,41.2583,-123.3216,1
Kore,Extinct,0,-2.2845,40.9185,1
Kott,Extinct,0,56.3013,94.5318,1
Krenjê,Extinct,0,-2.5644,-46.6589,1
Krevin,Extinct,0,56.35,24.2907,1
Kulun,Extinct,0,24.9823,121.3591,1
Kurtjar,Extinct,0,-18.0623,140.4052,1
Kw'adza,Extinct,0,-5.3753,35.8621,1
Kwadi,Extinct,0,-15.2523,12.2277,1
Kwisi,Extinct,0,-16.7309,13.0572,1
Kyakala,Extinct,0,45.3819,128.7597,1
Laghu,Extinct,0,-7.6157,158.7359,1
Langthang Tibetan,Definitely endangered,0,28.21,85.5697,1
Lenca,Extinct,0,13.6459,-87.0996,1
Li-Ngbee,Extinct,0,2.4931,28.059,1
Liliali,Extinct,0,-3.39,127.1008,1
Lipan,Extinct,0,33.1513,-105.799,1
Lishan Didan (Iran),Extinct,0,37.9615,44.6044,1
Lishana Deni (Iraq),Extinct,0,36.9279,42.5115,1
Lishanid Noshan (Iraq),Extinct,0,36.1777,44.165,1
Loke Tibetan,Definitely endangered,0,28.82,83.7721,1
Lorkoti,Extinct,0,-0.4943,37.359,1
Lower Chehalis,Extinct,0,46.3227,-123.9724,1
Mahigi,Extinct,0,-7.6688,143.0227,1
Máku,Extinct,0,4.0615,-61.831,1
Malin,Extinct,0,24.57,94.56,1
Mapia,Extinct,0,0.8321,134.3023,1
Maragus,Extinct,0,-16.0405,167.2778,1
Marrgu,Extinct,0,-11.3292,132.0227,1
Matagalpa,Extinct,0,12.9517,-85.4381,1
Mator,Extinct,0,54.0593,95.4492,1
Mattole,Extinct,0,39.1375,-123.6931,1
Miami-Illinois,Extinct,0,36.8866,-94.8775,1
Migueleño,Extinct,0,35.7587,-120.6951,1
Miraña (Brazil),Critically endangered,0,-2.021,-65.6982,1
Mirití Tapuia,Critically endangered,0,0.3076,-69.1699,1
Mlahso (Syria),Extinct,0,37.0542,41.2363,1
Mlahso (Turkey),Extinct,0,38.4595,40.6507,1
Mo-peng,Extinct,0,7.4714,-12.2607,1
Mochica,Extinct,0,-7.079,-79.6453,1
Moksela,Extinct,0,-3.4654,127.1694,1
Molala,Extinct,0,44.8636,-122.4645,1
Mozarabic,Extinct,0,37.4574,-3.988,1
Mulaha,Extinct,0,-9.7002,147.4351,1
Múra,Extinct,0,-3.3598,-59.2382,1
Nagumi,Extinct,0,8.6814,13.1835,1
Naka'ela,Extinct,0,-2.847,128.5208,1
Napore,Extinct,0,3.8478,33.9147,1
Natchez,Extinct,0,31.5544,-91.3875,1
New River Shasta,Extinct,0,45.2835,-121.7134,1
Ngarla,Extinct,0,-20.5916,119.0917,1
Ngong,Extinct,0,9.1944,13.5104,1
Nila (Nila Island),Extinct,0,-6.7331,129.5288,1
Nisenan,Extinct,0,38.7654,-121.0064,1
Nooksack,Extinct,0,49.0378,-122.4865,1
Norn,Extinct,0,60.3051,-1.2744,1
Northeastern Pomo,Extinct,0,39.3774,-122.5454,1
Nukiní,Extinct,0,-7.4931,-73.4765,1
Nupbikha,Vulnerable,0,27.3937,90.5003,1
Nyang'i,Extinct,0,3.5024,33.3764,1
Obispeño,Extinct,0,35.2692,-120.6707,1
Odut,Extinct,0,5.3077,8.2672,1
Old Prussian,Extinct,0,54.8987,20.4895,1
Old Sirenik,Extinct,0,64.4194,-173.9657,1
Omagua (Brazil),Critically endangered,0,-3.5572,-64.5117,1
Ona,Extinct,0,-54.6229,-67.4121,1
Ongkor Solon,Extinct,0,46.7774,83.0456,1
Opon-Carare,Extinct,0,6.206,-73.7402,1
Orang Kanaq,Extinct,0,1.8858,103.9814,1
Palumata,Extinct,0,-3.1569,126.0516,1
Panobo,Extinct,0,-6.97,-74.9267,1
Papora,Extinct,0,24.2006,120.6037,1
Pentlatch,Extinct,0,49.6971,-125.0033,1
Phalok,Extinct,0,18.9582,98.789,1
Pijao,Extinct,0,3.9519,-75.0146,1
Piru,Extinct,0,-3.05,128.1747,1
Polabian,Extinct,0,53.094,11.3461,1
Pumpokol,Extinct,0,58.6397,87.517,1
Purisimeño,Extinct,0,34.6608,-120.4711,1
Pyu,Extinct,0,18.9424,94.8751,1
Quapaw,Extinct,0,36.9494,-94.7877,1
Quileute,Extinct,0,47.9083,-124.6365,1
Qwarenya,Extinct,0,9.9207,38.3828,1
Rangkas,Extinct,0,30.0358,80.1342,1
Sanhaja of Srair,Critically endangered,0,34.8318,-4.9658,1
Sei,Extinct,0,7.5857,-12.5354,1
Sened,Extinct,0,35.5858,10.8984,1
Sengmai,Extinct,0,24.6445,94.0567,1
Serrano,Extinct,0,34.1212,-117.2221,1
Seru,Extinct,0,1.9195,111.2049,1
Seward Peninsula Inupiaq (Big Diomede Island),Extinct,0,65.7853,-169.0686,1
Singa,Extinct,0,-0.1373,33.695,1
Siraiya,Extinct,0,23.0013,120.3634,1
Sishee,Extinct,0,-21.7193,165.6738,1
Siuslaw,Extinct,0,43.3773,-124.2371,1
Slovincian,Extinct,0,54.6484,17.2485,1
Southeastern Pomo,Extinct,0,39.016,-122.6779,1
Southern Kamchadal,Extinct,0,52.6963,156.7089,1
Southern Khanty,Extinct,0,60.4301,69.9829,1
Southern Mansi,Extinct,0,58.4362,65.5664,1
Soyot,Extinct,0,52.0406,101.0659,1
Subtiaba,Extinct,0,12.5266,-86.667,1
Taman,Extinct,0,25.1651,95.2514,1
Tandia,Extinct,0,-2.8552,134.522,1
Taokas,Extinct,0,24.4471,120.7232,1
Te'un (Te'un Island),Extinct,0,-6.9809,129.1394,1
Tetete,Extinct,0,-0.0109,-76.5966,1
Tillamook,Extinct,0,45.3449,-123.5309,1
Togoyo,Extinct,0,8.5049,24.7961,1
Tonjon,Extinct,0,8.4397,-4.3807,1
Torá,Extinct,0,-6.6646,-61.4135,1
Tsetsaut,Extinct,0,55.936,-129.9911,1
Tunica,Extinct,0,31.1262,-92.0673,1
Tututni,Extinct,0,42.5756,-124.0688,1
Twana,Extinct,0,47.3344,-123.1607,1
Ubykh (Caucasus),Extinct,0,43.5585,39.8597,1
Ubykh (Turkey),Extinct,0,40.0402,28.0096,1
Umutina,Extinct,0,-15.0425,-57.1026,1
Upper Chehalis,Extinct,0,46.4111,-122.9949,1
Upper Umpqua,Extinct,0,43.4476,-123.77,1
Uruava,Extinct,0,-5.9821,155.3137,1
Urupá,Extinct,0,-10.898,-61.809,1
Ventureño,Extinct,0,34.2809,-119.2979,1
Vilela,Extinct,0,-26.9808,-59.6777,1
Wanai,Critically endangered,0,7.1117,-66.7199,1
Wangkumara,Critically endangered,0,-27.2064,142.4597,1
Wappo,Extinct,0,38.8701,-122.5154,1
Western Mansi,Extinct,0,61.1432,62.4023,1
Wiyot,Extinct,0,40.5984,-124.2519,1
Xakriabá,Extinct,0,-14.5306,-44.0438,1
Yaaku,Extinct,0,0.4394,37.1777,1
Yameo,Extinct,0,-4.4449,-73.5644,1
Yir Yoront,Extinct,0,-16.3095,141.4489,1
Yoba,Extinct,0,-10.0337,149.2272,1
Yola,Extinct,0,52.2266,-6.4846,1
Yug,Extinct,0,61.0901,88.1982,1
Yuki,Extinct,0,37.4336,-118.5908,1
Yurats,Extinct,0,69.2872,81.914,1
Yurutí (Brazil),Extinct,0,-0.1318,-69.1699,1
Zeem,Extinct,0,9.8389,9.0911,1
|'Auni,Extinct,0,-26.0105,20.363,1
|Xam,Extinct,0,-32.2853,20.759,1
ǁKu ǁ'e,Extinct,0,-29.9739,27.0812,1
ǁKx'au,Extinct,0,-32.2896,21.7968,1
ǁXegwi,Extinct,0,-25.35,30.99,1
A'tong,Severely endangered,,25.2844,91.1755,1
Aché,Definitely endangered,,-25.6613,-55.6787,1
Akie,Critically endangered,,-4.7735,37.3315,1
Akuriyo,Critically endangered,,2.8442,-55.7556,1
Alemannic,Vulnerable,,47.2792,7.6904,1
Amami,Definitely endangered,,28.3672,129.4958,1
Amok,Critically endangered,,21.361,100.6457,1
Angku,Critically endangered,,21.4888,100.8325,1
Auvergnat,Severely endangered,,45.1278,3.1311,1
Balti,Vulnerable,,35.0659,76.1901,1
Baraba Tatar,Severely endangered,,55.2478,77.893,1
Baré (Venezuela),Critically endangered,,1.428,-66.9287,1
Bavarian,Vulnerable,,48.4146,12.6123,1
Bay Islands Creole,Critically endangered,,16.3297,-86.5299,1
Bellari,Critically endangered,,11.6952,76.4648,1
Berbice Dutch Creole,Critically endangered,,5.3918,-57.777,1
Bhalesi,Definitely endangered,,33.3947,76.1352,1
Brao,Severely endangered,,14.1177,106.7644,1
Bungee,Critically endangered,,50.0667,-96.9763,1
Burgundian,Severely endangered,,47.2344,4.2517,1
Cabiyarí,Critically endangered,,0.1208,-71.1474,1
Cappadocian Greek (Greece),Critically endangered,,40.9798,24.104,1
Carabayo,Extinct,,-1.6666,-70.3333,1
Cavineña,Definitely endangered,,-12.3829,-66.7419,1
Cayuga (Canada),Critically endangered,,43.019,-80.1506,1
Central Asian Arabic,Definitely endangered,,36.9608,66.8133,1
Champenois,Severely endangered,,48.6474,4.3725,1
Chichimec,Vulnerable,,21.2941,-100.5233,1
Chinook Jargon,Critically endangered,,45.0591,-123.6091,1
Chiwere,Extinct,,35.9761,-97.3336,1
Chuang,Critically endangered,,13.5688,105.0589,1
Corfiot Italkian,Critically endangered,,39.5908,19.8591,1
Cornish,Critically endangered,,50.4575,-4.746,1
Crimean Turkish,Severely endangered,,44.6764,34.3267,1
Desano (Colombia),Definitely endangered,,0.8898,-70.0543,1
Domari,Severely endangered,,32.2128,35.2908,1
East Franconian,Vulnerable,,50.0571,10.7336,1
Eastern Mansi,Critically endangered,,60.7752,67.6098,1
En,Critically endangered,,21.2872,99.4816,1
Even (Kamtchatka),Severely endangered,,56.062,158.9501,1
Even (Siberia),Severely endangered,,67.6593,134.6594,1
Evenki (Northern Siberia),Severely endangered,,64.2875,100.2282,1
Evenki (Sakhalin),Severely endangered,,51.727,142.5585,1
Evenki (Southern Siberia),Severely endangered,,51.9833,116.5833,1
Figuig,Vulnerable,,32.0895,-1.2222,1
Franc-Comtois,Severely endangered,,47.2829,6.5093,1
Gagauz (Deli Orman),Critically endangered,,43.5963,26.8286,1
Gagauz (South Balkans),Severely endangered,,41.4633,22.6977,1
Gangou,Severely endangered,,35.55,102.43,1
Gottscheerish,Critically endangered,,45.6332,14.8123,1
Guaná,Critically endangered,,-21.9532,-58.0517,1
Han (Canada),Critically endangered,,64.062,-139.4278,1
Homshetsma (Caucasus),Severely endangered,,43.2452,40.3582,1
Homshetsma (Turkey),Definitely endangered,,41.468,41.558,1
Hulaula (Iran),Extinct,,35.9068,46.1535,1
Huron-Wyandot (Canada),Critically endangered,,46.8722,-71.3651,1
Jad,Definitely endangered,,30.645,78.3627,1
Jahai,Critically endangered,,5.3597,101.7763,1
Javindo Creole,Critically endangered,,-7.0136,110.4345,1
Jeju,Critically endangered,,33.3671,126.4974,1
Jitnu,Definitely endangered,,6.5118,-70.8837,1
Judezmo (Europe),Severely endangered,,41.2607,28.4985,1
Juhur (Israel),Definitely endangered,,31.5166,34.5964,1
Kaurna,Critically endangered,,-34.8498,138.6474,1
Kensiw (Malaysia),Critically endangered,,5.9033,100.9227,1
Kentak,Critically endangered,,5.5383,100.7861,1
Khasali,Definitely endangered,,32.0267,77.893,1
Kili,Severely endangered,,48.8068,134.121,1
Koro,Definitely endangered,,27.1667,92.6312,1
Kraol,Critically endangered,,13.588,106.9438,1
Kravet,Critically endangered,,14.0175,107.0136,1
Krueng,Severely endangered,,13.8219,106.9938,1
Kuay,Severely endangered,,13.9047,105.3712,1
Kunigami,Definitely endangered,,26.7186,128.2131,1
Lakota,Critically endangered,,49.3276,-106.4439,1
Langrong,Critically endangered,,24.4671,94.1473,1
Lengua,Severely endangered,,-22.5125,-58.0957,1
Livonian,Critically endangered,,57.6101,22.2802,1
Lorrain,Severely endangered,,48.8357,6.0644,1
Lua,Definitely endangered,,19.0049,101.184,1
Macaguaje,Extinct,,0,-75,1
Macuna (Colombia),Definitely endangered,,-0.2636,-70.2026,1
Maká,Definitely endangered,,-25.2645,-57.2387,1
Manda,Critically endangered,,20.1384,84.0289,1
Manx,Critically endangered,,54.2106,-4.5318,1
Mawayana (Guyana),Critically endangered,,1.5159,-58.4143,1
Menri',Critically endangered,,5.055,102.2502,1
Michif,Critically endangered,,51.3119,-103.979,1
Miraña (Colombia),Severely endangered,,-1.5818,-70.5651,1
Miyako,Definitely endangered,,24.8004,125.2798,1
Mohawk (Ganienkeh),Definitely endangered,,44.8675,-73.67,1
Mohawk (Kahnawake),Definitely endangered,,45.4013,-73.6677,1
Mohawk (Kanatsiohareke),Definitely endangered,,42.9116,-74.5587,1
Mohawk (Kanesatake),Definitely endangered,,45.4685,-74.0972,1
Mohawk (Six nations),Definitely endangered,,43.0463,-80.069,1
Mohawk (Tyendinega),Definitely endangered,,44.189,-77.1494,1
Mohawk (Wahta),Definitely endangered,,45.0333,-79.7333,1
Mok (Lao PDR),Definitely endangered,,20.73,101.4197,1
Mosquitia Creole,Definitely endangered,,12.0114,-83.7638,1
Muinane,Definitely endangered,,-1.4061,-72.3779,1
Munsee (United States of America),Critically endangered,,40.8969,-76.3769,1
Nivaclé,Vulnerable,,-23.3019,-60.3369,1
Nivkh (Amur),Critically endangered,,53.2684,140.4107,1
Nogay (Crimea),Severely endangered,,45.9435,33.9477,1
Nogay (Dobruja),Severely endangered,,44.6491,27.8173,1
Nonuya,Critically endangered,,-0.747,-71.9165,1
Norman,Severely endangered,,49.081,-0.6591,1
Northern Altay,Severely endangered,,52.2816,87.4827,1
Northern Haida,Critically endangered,,54.0397,-132.1776,1
Northwestern Otomí,Vulnerable,,21.0996,-100.1584,1
Nukak,Definitely endangered,,2.3504,-71.3507,1
Okinawan,Definitely endangered,,26.2047,127.6831,1
Oneida (Canada),Critically endangered,,42.8286,-81.4068,1
Onondaga (Canada),Critically endangered,,43.1194,-80.1174,1
Padri,Vulnerable,,33.8886,76.3,1
Palaung,Severely endangered,,23.1058,97.488,1
Pale,Severely endangered,,22.1511,97.8386,1
Panamanian Creole,Definitely endangered,,9.3878,-82.2696,1
Pashayi,Vulnerable,,34.66,70.2,1
Peco' Creole,Critically endangered,,-6.2716,106.7871,1
Phnong,Severely endangered,,12.5525,107.3011,1
Poitevin-Saintongeais,Severely endangered,,46.0579,-0.5493,1
Potawatomi (Canada),Critically endangered,,42.5163,-82.5555,1
Purik,Vulnerable,,34.3706,76.0144,1
Quinault,Extinct,,47.3332,-124.2864,1
Rama Cay Creole,Definitely endangered,,11.8834,-83.8,1
Reyesano,Critically endangered,,-14.7748,-66.9396,1
Rhenish Franconian,Vulnerable,,49.4467,8.2067,1
Riang,Critically endangered,,21.9048,98.2342,1
Rigolet Inuktitut,Critically endangered,,54.1772,-58.4218,1
Rumai,Severely endangered,,23.7363,97.9927,1
Samrai,Critically endangered,,12.5063,102.8344,1
San Andres Creole,Vulnerable,,12.5833,-81.7,1
Sanapaná,Definitely endangered,,-22,-59,1
Scanian,Vulnerable,,55.724,13.6614,1
Seneca (Canada),Critically endangered,,43.0555,-80.1938,1
Siberian Tatar,Definitely endangered,,56.4624,73.3447,1
Sikïiyana,Critically endangered,,1.9991,-56.2719,1
Siriano (Colombia),Definitely endangered,,0.8788,-70.2685,1
So-ng,Critically endangered,,11.7244,104.0447,1
Sogoo,Extinct,,-1.0435,36.6006,1
South Jutish,Definitely endangered,,54.8497,9.3081,1
Southern Paiute,Severely endangered,,37.6818,-113.088,1
Spiti,Vulnerable,,32.2871,78.2652,1
Squamish,Critically endangered,,49.3234,-123.1301,1
Stieng,Severely endangered,,12.1288,106.7852,1
Tacana,Definitely endangered,,-13.272,-67.7856,1
Tagish,Critically endangered,,60.1601,-134.6842,1
Tailoi,Critically endangered,,21.4275,100.7473,1
Tanimuca-Letuama,Severely endangered,,-0.6262,-70.5432,1
Tapieté,Severely endangered,,-21.7799,-62.644,1
Tariana (Colombia),Critically endangered,,0.8349,-69.1918,1
Taruma,Critically endangered,,2.515,-59.5678,1
Tasnusit,Severely endangered,,34.623,-1.5614,1
Tat,Severely endangered,,41.3438,48.6254,1
Tati,Definitely endangered,,38.2036,48.2519,1
Tatuyo,Definitely endangered,,0.4174,-70.4882,1
Tazy,Severely endangered,,43.9236,134.7967,1
Tempuan,Severely endangered,,13.7238,107.2038,1
Toba-Maskoy,Severely endangered,,-21.5578,-58.0064,1
Tolcha,Extinct,,29.9333,80.0326,1
Touggourt Tamazight,Severely endangered,,33.0777,6.0671,1
Tucano (Colombia),Vulnerable,,0.6921,-69.8291,1
Tunisian Judeo-Arabic (Israel),Severely endangered,,32.0779,34.8019,1
Tuscarora (Canada),Critically endangered,,43.072,-80.015,1
Tuyuca (Colombia),Definitely endangered,,0.3515,-70.2026,1
Udi (Georgia),Severely endangered,,41.8905,45.913,1
Unami,Extinct,,39.13,-76.0253,1
Upper Tanana (Canada),Critically endangered,,62.3824,-140.8984,1
Urum,Definitely endangered,,47.0102,36.7822,1
Wa,Severely endangered,,21.8705,99.6519,1
Wanano / Kotiria (Colombia),Definitely endangered,,1.0106,-69.6423,1
Western Abenaki (Canada),Critically endangered,,46.0785,-72.8141,1
Western Abenaki (United States of America),Extinct,,43.0046,-72.246,1
Wichi,Vulnerable,,-22.0041,-63.413,1
Yaeyama,Severely endangered,,24.342,124.1537,1
Yazva Komi,Severely endangered,,60.0348,57.536,1
Yiddish (Europe),Definitely endangered,,53.3571,25.2465,1
Yonaguni,Severely endangered,,24.458,122.9802,1
Yucuna,Definitely endangered,,-1.2633,-70.664,1
Yurutí (Colombia),Definitely endangered,,1.137,-70.2136,1
Zangskari,Definitely endangered,,34.0833,76.85,1
Zidgali,Critically endangered,,23.4027,58.0957,1
